Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
2440d3d1-8bb3-46b9-9758-8588d47348e8,0.6231695593533655,100,5,5,16,1,64,3,3,3,0.88,0.77
e16bedcb-6460-49a1-9e1b-6b9bbb3736d6,0.6236438719466902,100,2,4,25,6,57,1,1,4,0.85,0.64
e3288732-412b-4f72-aa6d-d960e452ad76,0.6271684156468905,100,5,1,23,2,64,0,1,4,0.93,0.7
0b1dcf72-9bae-4ffc-8092-93633f2972d6,0.630108234781941,100,1,9,23,1,62,2,0,2,0.86,0.74
3ec13bc4-c5d8-4650-83dc-bb2966ba3388,0.6573896858668749,100,0,0,22,3,69,2,1,3,0.92,0.71
818482fb-2cad-461d-b4d9-6314fa568910,0.6706842912324316,100,2,2,33,0,54,3,3,3,0.92,0.61
c352a227-730a-4b41-bfdf-9dda6f420c2d,0.687377774246654,100,1,4,28,1,60,2,0,4,0.89,0.67
792a0d5e-8cb6-4aa3-99ce-0e177136f595,0.6927802143521717,100,3,3,34,2,53,1,1,3,0.91,0.6
18a4de78-3071-4505-8bb3-990180cb15cc,0.6954436827795591,100,5,5,29,2,51,4,1,3,0.86,0.65
5ba925da-d12d-48e9-9f97-91ac2bb6e760,0.7083324816762723,100,4,6,29,2,52,5,0,2,0.85,0.67
f4c27ede-41e5-4d49-9c62-b8092e1a2d96,0.723356035367096,100,2,5,44,2,40,3,0,4,0.86,0.5
0f87c66e-d723-4e9f-8eb9-8f3ae68947f1,0.7256883153212002,100,3,10,23,2,55,3,2,2,0.83,0.71
d360ba7b-3963-4cf2-8488-0fb2de8b400c,0.7327229720806764,100,2,6,31,0,51,1,3,6,0.87,0.6
981c27d3-d9c3-4277-929b-e283c0c11b36,0.7405288757244359,100,3,8,26,5,53,2,1,2,0.83,0.66
9c1b2212-3a08-4af7-b701-b1b57fb90dcc,0.7492253646485367,100,2,4,28,2,58,1,1,4,0.89,0.65
63aa92d4-2b0a-4dae-bd15-5ccd959812c3,0.7617615462618077,100,4,8,36,0,46,2,2,2,0.88,0.6
5b816b97-36ab-47d2-9ec0-af43a39ab70c,0.7639126754091616,100,4,4,35,4,49,1,1,2,0.89,0.58
04298319-b38a-4899-9304-3450486486b6,0.7833774957689974,100,3,3,33,0,58,2,1,0,0.95,0.66
