Job Number,Angle,Total Shots,000,001,010,011,100,101,110,111,Bobs Fidelity,Eves Fidelity
9f1432fc-75df-4336-b614-374e9ca85790,0.524484741734095,100,5,2,2,69,2,13,4,3,0.87,0.78
b09ae9af-4dc2-40fb-b894-42ce987c6b4a,0.5329077211648005,100,5,1,2,64,0,19,5,4,0.88,0.75
947bed90-1b7c-4262-9ade-a3e173c487bf,0.5393723619016649,100,3,3,4,63,4,16,4,3,0.85,0.74
795ba11b-1e2e-4e2f-9d27-739a6d17a306,0.5550994773019047,100,4,2,3,61,1,25,2,2,0.9,0.68
7f341359-ede8-44ce-9cc0-dd2047c3e685,0.5595056417539365,100,6,0,0,75,2,14,1,2,0.91,0.78
23dd97f6-015a-4b12-8db3-d5164c5eb27d,0.5632531485351865,100,6,0,1,70,1,16,3,3,0.89,0.77
845a1c3a-5cd9-4e0d-825a-2857251203be,0.5639844372947478,100,2,2,4,59,2,24,5,2,0.87,0.7
f24de2ce-8a09-4f41-9866-4b5622861efb,0.5644213629046742,100,4,5,4,65,1,15,3,3,0.88,0.75
d8c13963-cd87-4f30-8b52-6810a5c408ed,0.589818594511405,100,3,1,1,72,1,15,7,0,0.88,0.8
b86c48d3-078e-4fba-a32f-b0ac4c70b6ce,0.5922177062780527,100,7,1,0,65,1,20,5,1,0.87,0.71
7a8f5294-93bc-46fc-bcf6-b64b9473733e,0.5931316207286095,100,2,3,2,65,5,19,4,0,0.87,0.71
3c777e2e-5359-4634-9393-b48813bb1a6e,0.6012442692022253,100,1,2,7,63,2,15,9,1,0.81,0.8
f017587e-fd68-41e1-883c-5c561e15dbb9,0.6042909437683827,100,2,2,2,60,1,17,13,3,0.82,0.78
90ed7ef3-7198-43d5-8a0a-805e2d7ca7c9,0.6098922558494433,100,1,2,2,60,2,19,10,4,0.85,0.76
618a7b63-8b87-4288-924f-d3e2490aedea,0.6140074196436462,100,4,1,3,60,1,18,8,5,0.84,0.76
f561dde0-f3b1-46bf-a6a8-3d4f03ce5050,0.6366646209070074,100,4,3,2,54,2,26,8,1,0.84,0.65
97396890-be06-43b8-aff6-16ac23542406,0.639827596251738,100,2,0,1,63,3,29,2,0,0.92,0.66
7e00891f-44dd-4029-a282-86cdda023276,0.6433588190207529,100,3,1,3,61,2,23,3,4,0.89,0.71
0a46264e-221c-4286-80ad-9aef63a1f7a1,0.6557851618944517,100,1,1,2,52,4,32,6,2,0.87,0.62
b2971794-293f-4df6-a830-1d2b6170d2cc,0.6596999922756518,100,1,1,3,58,1,27,7,2,0.88,0.7
